0	0	0	0	0	0
0	0	64	15	8	61
0	0	128	31	15	122
0	0	192	46	23	182
0	0	256	61	30	243
0	0	320	77	38	304
0	0	384	92	45	365
0	0	448	108	53	425
0	0	512	123	60	486
0	0	576	138	68	547
0	0	640	154	75	608
0	0	704	169	83	668
0	0	768	184	90	729
0	0	832	200	98	790
0	0	896	215	105	851
0	0	960	230	113	911
0	0	1023	246	120	971
0	64	0	15	62	8
0	64	64	21	63	61
0	64	128	34	63	122
0	64	192	48	65	182
0	64	256	63	68	243
0	64	320	78	71	304
0	64	384	93	75	365
0	64	448	108	79	425
0	64	512	123	84	486
0	64	576	139	89	547
0	64	640	154	95	608
0	64	704	169	100	668
0	64	768	185	106	729
0	64	832	200	113	790
0	64	896	215	119	851
0	64	960	231	126	911
0	64	1023	246	132	971
0	128	0	31	124	15
0	128	64	34	125	62
0	128	128	42	125	122
0	128	192	54	126	183
0	128	256	67	127	243
0	128	320	81	128	304
0	128	384	96	130	365
0	128	448	111	133	425
0	128	512	126	135	486
0	128	576	141	138	547
0	128	640	156	142	608
0	128	704	171	145	668
0	128	768	186	149	729
0	128	832	201	153	790
0	128	896	216	158	851
0	128	960	232	163	911
0	128	1023	247	167	971
0	192	0	46	187	23
0	192	64	48	187	64
0	192	128	54	187	123
0	192	192	63	188	183
0	192	256	75	188	244
0	192	320	87	189	304
0	192	384	101	190	365
0	192	448	115	192	426
0	192	512	129	194	486
0	192	576	144	196	547
0	192	640	159	198	608
0	192	704	173	200	669
0	192	768	188	203	729
0	192	832	203	206	790
0	192	896	218	209	851
0	192	960	233	212	912
0	192	1023	248	216	971
0	256	0	62	249	31
0	256	64	63	249	67
0	256	128	67	249	124
0	256	192	75	250	184
0	256	256	84	250	244
0	256	320	96	251	305
0	256	384	108	252	365
0	256	448	121	253	426
0	256	512	134	254	487
0	256	576	148	255	547
0	256	640	163	257	608
0	256	704	177	259	669
0	256	768	192	261	729
0	256	832	206	263	790
0	256	896	221	265	851
0	256	960	236	268	912
0	256	1023	251	271	971
0	320	0	77	311	39
0	320	64	78	311	70
0	320	128	82	311	126
0	320	192	88	312	185
0	320	256	96	312	245
0	320	320	105	313	305
0	320	384	117	313	366
